identifier	publicationType	full_reference	primaryTitle	title	pages	pageStart	pageEnd	volume	edition	publisher	authorList	editorList	created	language	uri	doi	schema#localityName
WoRMS:citation:101792	Citation	"Lowry, J. (2014). Brachyscelus. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101792"															
WoRMS:citation:101793	Citation	"Lowry, J. (2014). <i>Cystisoma</i> GuÌ©rin-MÌ©neville, 1842. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101793"															
WoRMS:citation:101794	Citation	"Lowry, J. (2014). <i>Dairella</i> Bovallius, 1887. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101794"															
WoRMS:citation:101795	Citation	"Gasca, R. (2014). <i>Euthemisto</i> Bovallius, 1887. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101795"															
WoRMS:citation:101796	Citation	"Lowry, J. (2014). <i>Hyperia</i> Latreille, 1823. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101796"															
WoRMS:citation:101797	Citation	"De Broyer, C. (2014). <i>Hyperioides</i> Chevreux, 1900. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101797"															
WoRMS:citation:101798	Citation	"Lowry, J. (2014). <i>Hyperoche</i> Bovallius, 1887. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101798"															
WoRMS:citation:101799	Citation	"WoRMS (2014). <i>Paratemisto</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101799"															
WoRMS:citation:101800	Citation	"Gasca, R.; Zeidler, W. (2014). <i>Themisto</i> GuÌ©rin, 1825. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101800"															
WoRMS:citation:101801	Citation	"Gasca, R.; Lowry, J. (2014). <i>Lanceola</i> Say, 1818. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101801"															
WoRMS:citation:101802	Citation	"Lowry, J. (2014). <i>Mimonectes</i> Bovallius, 1885. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101802"															
WoRMS:citation:101803	Citation	"Horton, T. (2014). <i>Parascina</i> Stebbing, 1904. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101803"															
WoRMS:citation:101804	Citation	"Lowry, J. (2014). <i>Phronima</i> Latreille, 1802. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101804"															
WoRMS:citation:101805	Citation	"WoRMS (2014). <i>Phrosina</i> Risso, 1822. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101805"															
WoRMS:citation:101806	Citation	"Lowry, J. (2014). <i>Primno</i> GuÌ©rin-MÌ©neville, 1836. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101806"															
WoRMS:citation:101807	Citation	"Lowry, J. (2014). <i>Platyscelus</i> Bate, 1861. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101807"															
WoRMS:citation:101808	Citation	"Lowry, J. (2014). <i>Paralycaea</i> Claus, 1879. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101808"															
WoRMS:citation:101809	Citation	"Lowry, J. (2014). <i>Acanthoscina</i> Vosseler, 1900. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101809"															
WoRMS:citation:101810	Citation	"Lowry, J. (2014). <i>Scina</i> Prestandrea, 1833. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101810"															
WoRMS:citation:101811	Citation	"WoRMS (2014). <i>Tryphana</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101811"															
WoRMS:citation:101812	Citation	"Zeidler, W.; Lowry, J. (2014). <i>Vibilia</i> Milne-Edwards, 1830. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101812"															
WoRMS:citation:101813	Citation	"Lowry, J. (2014). <i>Ingolfiella</i> Hansen, 1903. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101813"															
WoRMS:citation:101817	Citation	"WoRMS (2014). <i>Aeginella spinosa</i> Boeck, 1861. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101817"															
WoRMS:citation:101818	Citation	"Guerra-GarcÌ_a, J. (2014). <i>Aeginina echinata</i> (Boeck). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101818"															
WoRMS:citation:101819	Citation	"Guerra-GarcÌ_a, J. (2014). <i>Aeginina laevia</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101819"															
WoRMS:citation:101820	Citation	"WoRMS (2014). <i>Aeginina longicornis</i> (KrÌüyer, 1843). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101820"															
WoRMS:citation:101821	Citation	"Guerra-GarcÌ_a, J. (2014). <i>Aeginina spinosissima</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101821"															
WoRMS:citation:101822	Citation	"WoRMS (2014). <i>Caprella acanthifera</i> Leach, 1814. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101822"															
WoRMS:citation:101823	Citation	"Guerra-GarcÌ_a, J. (2014). <i>Caprella acutifrons</i> Latreille, 1816. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101823"															
WoRMS:citation:101824	Citation	"WoRMS (2014). <i>Caprella aequilibra</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101824"															
WoRMS:citation:101825	Citation	"WoRMS (2014). <i>Caprella andreae</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101825"															
WoRMS:citation:101826	Citation	"WoRMS (2014). <i>Caprella ciliata</i> Sars, 1883. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101826"															
WoRMS:citation:101827	Citation	"Lowry, J. (2014). <i>Caprella danilevskii</i> Czerniavskii, 1868. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101827"															
WoRMS:citation:101828	Citation	"WoRMS (2014). <i>Caprella dentata</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101828"															
WoRMS:citation:101829	Citation	"WoRMS (2014). <i>Caprella dilatata</i> KrÌüyer, 1843. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101829"															
WoRMS:citation:101830	Citation	"WoRMS (2014). <i>Caprella equilibra</i> Say, 1818. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101830"															
WoRMS:citation:101831	Citation	"WoRMS (2014). <i>Caprella erethizon</i> Mayer, 1901. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101831"															
WoRMS:citation:101832	Citation	"WoRMS (2014). <i>Caprella esmarckii</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101832"															
WoRMS:citation:101833	Citation	"WoRMS (2014). <i>Caprella fretensis</i> Stebbing, 1878. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101833"															
WoRMS:citation:101834	Citation	"Lowry, J. (2014). <i>Caprella grandimana</i> (Mayer, 1882). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101834"															
WoRMS:citation:101835	Citation	"WoRMS (2014). <i>Caprella hirsuta</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101835"															
WoRMS:citation:101836	Citation	"WoRMS (2014). <i>Caprella hystrix</i> (KrÌüyer). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101836"															
WoRMS:citation:101837	Citation	"Guerra-GarcÌ_a, J. (2014). <i>Caprella laticornis</i> (Boeck). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101837"															
WoRMS:citation:101838	Citation	"WoRMS (2014). <i>Caprella lilliput</i> Krapp-Schickel & Ruffo, 1987. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101838"															
WoRMS:citation:101839	Citation	"Lowry, J. (2014). <i>Caprella linearis</i> (Linnaeus, 1767). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101839"															
WoRMS:citation:101840	Citation	"WoRMS (2014). <i>Caprella liparotensis</i> Haller, 1879. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101840"															
WoRMS:citation:101841	Citation	"Guerra-GarcÌ_a, J. (2014). <i>Caprella lobata</i> (Muller, KrÌüyer). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101841"															
WoRMS:citation:101842	Citation	"WoRMS (2014). <i>Caprella loveni</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101842"															
WoRMS:citation:101843	Citation	"Lowry, J. (2014). <i>Caprella microtuberculata</i> G.O. Sars, 1879. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101843"															
WoRMS:citation:101844	Citation	"WoRMS (2014). <i>Caprella mitis</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101844"															
WoRMS:citation:101845	Citation	"WoRMS (2014). <i>Caprella monocera</i> (Sars). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101845"															
WoRMS:citation:101846	Citation	"Guerra-GarcÌ_a, J. (2014). <i>Caprella penantis</i> Leach, 1814. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101846"															
WoRMS:citation:101848	Citation	"WoRMS (2014). <i>Caprella punctata</i> (Boeck). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101848"															
WoRMS:citation:101849	Citation	"WoRMS (2014). <i>Caprella rapax</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101849"															
WoRMS:citation:101850	Citation	"Lowry, J. (2014). <i>Caprella santosrosai</i> Sanchez-Moyano, Jimenez-Martin & Garcia-Gomez, 1995. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101850"															
WoRMS:citation:101851	Citation	"WoRMS (2014). <i>Caprella septentrionalis</i> KrÌüyer, 1838. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101851"															
WoRMS:citation:101852	Citation	"WoRMS (2014). <i>Caprella telarpax</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101852"															
WoRMS:citation:101853	Citation	"Lowry, J. (2014). <i>Caprella tuberculata</i> GuÌ©rin, 1836. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101853"															
WoRMS:citation:101854	Citation	"WoRMS (2014). <i>Deutella shieckei</i> Cavedini, 1982. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101854"															
WoRMS:citation:101855	Citation	"WoRMS (2014). <i>Liropus elongatus</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101855"															
WoRMS:citation:101856	Citation	"WoRMS (2014). <i>Liropus minimus</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101856"															
WoRMS:citation:101857	Citation	"Lowry, J. (2014). <i>Pariambus typicus</i> (KrÌüyer, 1884). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101857"															
WoRMS:citation:101858	Citation	"Lowry, J. (2014). <i>Parvipalpus capillaceus</i> (Chevreaux, 1888). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101858"															
WoRMS:citation:101859	Citation	"WoRMS (2014). <i>Parvipalpus linea</i> Mayer, 1890. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101859"															
WoRMS:citation:101860	Citation	"WoRMS (2014). <i>Parvipalpus major</i> Carausu, 1941. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101860"															
WoRMS:citation:101861	Citation	"Lowry, J. (2014). <i>Parvipalpus norvegicus</i> Stephensen, 1931. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101861"															
WoRMS:citation:101862	Citation	"Lowry, J. (2014). <i>Pedoculina bacescui</i> Carausu, 1940. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101862"															
WoRMS:citation:101863	Citation	"WoRMS (2014). <i>Pedoculina garciagomezi</i> Sanchez-Moyano, Carballo & Estacio, 1995. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101863"															
WoRMS:citation:101864	Citation	"WoRMS (2014). <i>Phtisica marina</i> Slabber, 1769. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101864"															
WoRMS:citation:101865	Citation	"Lowry, J. (2014). <i>Podalirius typicus</i> (KrÌüyer, 1844). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101865"															
WoRMS:citation:101866	Citation	"WoRMS (2014). <i>Proaeginina norvegica</i> (Stephensen, 1931). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101866"															
WoRMS:citation:101867	Citation	"WoRMS (2014). <i>Protella phasma</i>. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101867"															
WoRMS:citation:101868	Citation	"WoRMS (2014). <i>Proto pedata</i> (leach). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101868"															
WoRMS:citation:101869	Citation	"WoRMS (2014). <i>Proto ventricosa</i> (Muller). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101869"															
WoRMS:citation:101870	Citation	"Lowry, J. (2014). <i>Pseudolirius kroyerii</i> (Haller, 1879). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101870"															
WoRMS:citation:101871	Citation	"Lowry, J. (2014). <i>Pseudoprotella phasma</i> Montagu, 1804. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101871"															
WoRMS:citation:101872	Citation	"WoRMS (2014). <i>Acanthonotozoma cristatum</i> (Ross, 1835). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101872"															
WoRMS:citation:101873	Citation	"WoRMS (2014). <i>Acanthonotozoma inflatum</i> (KrÌüyer, 1842). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101873"															
WoRMS:citation:101874	Citation	"WoRMS (2014). <i>Acanthonotozoma magnum</i> Just, 1978. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101874"															
WoRMS:citation:101875	Citation	"WoRMS (2014). <i>Acanthonotozoma monodentatum</i> Kudzjaschov, 1965. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101875"															
WoRMS:citation:101876	Citation	"WoRMS (2014). <i>Acanthonotozoma rusanovae</i> Bryazgin, 1974. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101876"															
WoRMS:citation:101877	Citation	"WoRMS (2014). <i>Acanthonotozoma serratum</i> (Fabricius, 1780). In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101877"															
WoRMS:citation:101878	Citation	"WoRMS (2014). <i>Acanthonotozoma sinuatum</i> Just, 1978. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101878"															
WoRMS:citation:101879	Citation	"WoRMS (2014). <i>Amathillopsis affinis</i> Miers, 1881. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=101879"															
WoRMS:citation:101880	Citation	"Lowry, J. (2014). <i>Amathillopsis atlantica</i> Chevreux, 1908. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101880"															
WoRMS:citation:101881	Citation	"Lowry, J. (2014). <i>Amathillopsis spinigera</i> Heller, 1875. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101881"															
WoRMS:citation:101882	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca abyssicola</i> Stebbing, 1888. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101882"															
WoRMS:citation:101883	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca aequicornis</i> Bruzelius, 1859. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101883"															
WoRMS:citation:101884	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca amblyops</i> Sars, 1895. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101884"															
WoRMS:citation:101885	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca anomala</i> Sars, 1883. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101885"															
WoRMS:citation:101886	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca anophthalma</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101886"															
WoRMS:citation:101887	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca antennata</i> Bellan-Santini & Kaim-Malka, 1977. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101887"															
WoRMS:citation:101888	Citation	"Bellan-Santini, D. (2014). <i>Ampelisca armoricana</i> Bellan-Santini & Dauvin, 1981. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101888"															
WoRMS:citation:101889	Citation	"Lowry, J.; Bellan-Santini, D. (2014). <i>Ampelisca assimilis</i> Boeck, 1871. In: Horton, T.; Lowry, J. & De Broyer, C. (2013 onwards) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101889"															
WoRMS:citation:10189	Citation	"WoRMS (2014). Myxini. In: Froese, R. and D. Pauly. Editors. (2014) FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=10189"															
